application_id,age,emp_type,emp_exp_years,annual_income,additional_income,loan_amount,loan_term_months,loan_purpose,existing_debt,monthly_emi,credit_score,previous_defaults,repayment_status,defaulted_within_12_months
APP-10980,42,other,23,1566620,0,143883,24,other,694610,27818,381,2,poor,1
APP-10981,33,salaried,9,2456038,0,1072371,84,home,505890,29499,520,1,fair,1
APP-10982,38,salaried,1,1972145,0,2894611,36,education,227198,95388,319,2,poor,1
APP-10983,38,salaried,20,1634457,137872,125803,84,education,651084,21541,594,1,fair,1
APP-10984,58,salaried,38,1678885,0,2044823,60,home,345169,48034,654,1,excellent,0
APP-10985,34,salaried,5,1936035,36916,2821170,120,business,0,25860,798,0,excellent,0
APP-10986,26,salaried,8,1848501,185327,1943724,84,vehicle,665216,45779,898,0,excellent,0
APP-10987,57,salaried,1,1490711,0,2108383,24,vehicle,0,96634,434,1,poor,1
APP-10988,27,salaried,3,764027,0,799196,120,personal,0,7325,710,0,good,0
APP-10989,34,salaried,8,1639675,0,2693567,12,other,0,246910,625,0,fair,1
APP-10990,46,salaried,14,1500759,0,1935154,24,personal,13499,89106,845,0,good,0
APP-10991,62,salaried,6,1907900,0,1803638,48,vehicle,40451,42569,529,0,fair,0
APP-10992,59,salaried,26,395771,151040,748179,60,other,105385,16936,679,0,good,0
APP-10993,45,salaried,27,1109633,0,726873,48,education,0,16657,545,0,poor,1
APP-10994,41,salaried,2,429561,261790,1975994,24,other,263633,98621,481,2,poor,1
APP-10995,59,self,10,1327031,0,342939,12,other,719752,53428,716,0,fair,0
APP-10996,45,salaried,13,1390641,0,2303773,12,other,0,211179,846,0,excellent,0
APP-10997,51,self,3,1528776,0,217379,36,vehicle,0,6642,823,0,excellent,0
APP-10998,48,self,3,912300,0,2481907,120,home,0,22750,675,0,good,0
APP-10999,51,salaried,6,1684228,0,360670,48,other,266616,16411,566,0,fair,0
APP-11000,49,self,17,449923,0,670857,60,education,932925,40805,679,0,good,0
